رقم القيد	تاريخ القيد	نوع القيد	اسم العميل	محافظة الوثيقة (عربي)	نوع الوثيقة	رقم الوثيقة	تاريخ الوثيقة	حالة الوثيقة	ملاحظة عامة	ملاحظة خاصة	معرف الفرع	الفرع (إنجليزي)	العملية المستودعية en	العملية المرجعية en	نوع فئة العملية	كود المادة	الاسم التجاري	نوع المادة	فئة المادة	العلامة التجارية	باركود الوحدة	باركود الوحدة الافتراضية	معرف الوحدة	الوحدة	كود الوحدة	معرف الوحدة الأساسية	الوحدة الأساسية	كود الوحدة الأساسية	معرف المستودع	المستودع	كود المستودع	معرف منطقة التخزين	منطقة التخزين	كود منطقة التخزين	معرف مركز التكلفة	مركز التكلفة	الكمية المدخلة	الكمية الأساسية المدخلة	الكمية المجانية	الكمية الأساسية المجانية	الكمية الإجمالية	الكمية الأساسية الإجمالية	معامل التحويل (عند الإنشاء)	نوع التحويل (عند الإنشاء)	معامل التحويل الحالي	نوع التحويل الحالي	الأساسية المعاد حسابها (بالمعامل الحالي)	مطابقة الأساسية للمعدل الحالي	سعر الوحدة	المبلغ الإجمالي	الكلفة قبل الادخال	الكلفة بعد الادخال	مصدر الكلفة	قيمة كلفة الكمية بعد الادخال	قيمة كلفة الكمية المجانية بعد الادخال	رقم الوجبة	تاريخ الصلاحية	المضاعف	الوصف	لون الصف	لون النص	النوع
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002625	MIXTARD 30 100IU/ML 10ML*1VIAL	storable	Drugs - الادوية	Novo Nordisk France		5159	23	One Vial	VIAL	23	One Vial	VIAL	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	16362	-16362	0	8181	inventory_movements	8181	0	a	2027-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002626	ACRETIN CREAM 0.025% 30G	storable	Drugs - الادوية	Jamjoom pharma KSA	1002626310419	1002626310419	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	3512	-7024	0	2341.333333	inventory_movements	4682.666667	0	B	2028-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002633	FASTUM GEL 2.5% 50G	storable	Drugs - الادوية	Menarini	10002115	10002115	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	4390	-4390	0	2195	inventory_movements	2195	0	B	2028-06-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002639	ELICA-M CREAM 30G	storable	Drugs - الادوية	Jamjoom pharma KSA	10002027	10002027	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	5706	-5706	0	5706	inventory_movements	5706	0	b	2028-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002641	CANESTEN CREAM 1% 20G	storable	Drugs - الادوية	Bayer Switzerland			21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	5238	-5238	0	2619	inventory_movements	2619	0	b	2028-06-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002642	HIQUIN CREAM 2% 30G	storable	Drugs - الادوية	Jamjoom pharma KSA	10002994	10002994	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	4170	-8340	0	2780	inventory_movements	5560	0	B	2028-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002658	JAMOX AMOXICILLIN 250MG/5ML 100ML	storable	Drugs - الادوية	Aljazeera Iraq	096419704103		4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-4	-4	0	0	-4	-4	1	reference	1	reference	4	TRUE	1320	-5280	0	754.2857143	inventory_movements	3017.142857	0	gg	2028-05-27	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002661	OZEMPIC 0.25MG 1PEN	storable	Drugs - الادوية	Novo Nordisk Denmark	73913755		12	One Pen (Injector)	PEN_(INJECTOR)	12	One Pen (Injector)	PEN_(INJECTOR)	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	147137	-147137	0	73568.5	inventory_movements	73568.5	0	a	2027-10-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002662	OZEMPIC 0.5MG 1PEN	storable	Drugs - الادوية	Novo Nordisk Denmark	7412513756		12	One Pen (Injector)	PEN_(INJECTOR)	12	One Pen (Injector)	PEN_(INJECTOR)	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	148609	-148609	0	74304.5	inventory_movements	74304.5	0	a	2027-08-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002682	KALINOR effervescent tablets	storable	Drugs - الادوية	Desma	4260139090174	4260139090174	8	One Effervescent Pack	EFFERVESCENT_PACK	8	One Effervescent Pack	EFFERVESCENT_PACK	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-15	-15	0	0	-15	-15	1	reference	1	reference	15	TRUE	10315	-154725	0	5730.555556	inventory_movements	85958.33333	0	a	2028-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002684	BRUFEN SYRUP 100MG/5ML 100ML	storable	Drugs - الادوية	Abbott uk	8002660036926	8002660036926	4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-5	-5	0	0	-5	-5	1	reference	1	reference	5	TRUE	4720	-23600	0	3371.428571	inventory_movements	16857.14286	0	b	2028-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002686	GAVISCON ORGINAL ANISEED SUSP 200ML	storable	Supplement	Reckitt benckiser	5000158060630	5000158060630	4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	5486	-10972	0	2743	inventory_movements	5486	0	a	2028-06-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002691	DUPHALAC 667G/L 300ML	storable	Drugs - الادوية	Abbott netherlands	8002660031754	8002660031754	4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	7485	-7485	0	3742.5	inventory_movements	3742.5	0	b	2027-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002710	INFLORAN BIO PLUS 20 TAB	storable	Supplement	Desma	VWPMDR	VWPMDR	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	15750	-31500	0	7875	inventory_movements	15750	0	a	2027-08-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002724	ARTELAC NIGHTTIME EYE GEL 10g	storable	Drugs - الادوية	Bausch+Lomb Germany	4030571008347	4030571008347	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	9720	-9720	0	4860	inventory_movements	4860	0	b	2027-12-31	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002729	OZEMPIC 1MG 1PEN	storable	Drugs - الادوية	Novo Nordisk Denmark	12313884		12	One Pen (Injector)	PEN_(INJECTOR)	12	One Pen (Injector)	PEN_(INJECTOR)	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	147137	-147137	0	73568.5	inventory_movements	73568.5	0	a	2028-06-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002739	ELICASAL OINT 0.1%/5% 30G	storable	Drugs - الادوية	Jamjoom pharma KSA			21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	4828	-9656	0	3218.666667	inventory_movements	6437.333333	0	b	2027-12-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002746	AMIKAVER 500MG I.M I.V 5 AMP	storable	Drugs - الادوية	Osel Turkey		223313913	2	One Ampoule	AMPOULE	2	One Ampoule	AMPOULE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-23	-23	0	0	-23	-23	1	reference	1	reference	23	TRUE	1479	-34017	0	739.5	inventory_movements	17008.5	0	a	2028-06-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002750	TRIUM FREE EYE DROPS 10ML	storable	Drugs - الادوية	Fidia Italy	4138	4138	7	One Drops (Bottle)	DROPS_(BOTTLE)	7	One Drops (Bottle)	DROPS_(BOTTLE)	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	23640	-47280	0	11820	inventory_movements	23640	0	b	2027-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002750	TRIUM FREE EYE DROPS 10ML	storable	Drugs - الادوية	Fidia Italy	4138	4138	7	One Drops (Bottle)	DROPS_(BOTTLE)	7	One Drops (Bottle)	DROPS_(BOTTLE)	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	23640	-47280	0	11820	inventory_movements	23640	0	b	2027-06-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002767	ZAHA SUSP 200MG/5ML 30ML	storable	Drugs - الادوية	ajanta pharma limited  India	8901111045718	8901111045718	4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	2633	-2633	0	1316.5	inventory_movements	1316.5	0	b	2027-03-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002769	OMEGA 3 ADRIEN GAGNON 1000MG 40CAP	storable	Supplement	Adrien Gagnon Canada	10002792	10002792	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	14317	-14317	0	14317	inventory_movements	14317	0	a	2026-11-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002769	OMEGA 3 ADRIEN GAGNON 1000MG 40CAP	storable	Supplement	Adrien Gagnon Canada	10002792	10002792	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	14317	-14317	0	14317	inventory_movements	14317	0	a	2028-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002769	OMEGA 3 ADRIEN GAGNON 1000MG 40CAP	storable	Supplement	Adrien Gagnon Canada	10002792	10002792	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-10	-10	0	0	-10	-10	1	reference	1	reference	10	TRUE	11300	-113000	0	6647.058824	inventory_movements	66470.58824	0	a	2028-04-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002774	MICARDIS 40MG 28TAB	storable	Drugs - الادوية	Boehringer ingelheim Germany		4048846022103	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-5	-5	0	0	-5	-5	1	reference	1	reference	5	TRUE	3539	-17695	0	3539	inventory_movements	17695	0	b	2028-12-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002776	LIPANTHYL 200MG 30CAP	storable	Drugs - الادوية	Abbott		8002660040619	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-3	-3	0	0	-3	-3	1	reference	1	reference	3	TRUE	8692	-26076	0	4346	inventory_movements	13038	0	b	2028-12-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002798	CEFOTAXIME LDP IV 1G 1VIAL	storable	Drugs - الادوية	LDP Torlan Laboratorios	5678914040		23	One Vial	VIAL	23	One Vial	VIAL	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-3	-3	0	0	-3	-3	1	reference	1	reference	3	TRUE	3295	-9885	0	1647.5	inventory_movements	4942.5	0	a	2027-03-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002820	HUCIDIN CREAM 2% 15G	storable	Drugs - الادوية	Hayat Iraq	150209018802019	150209018802019	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-3	-3	0	0	-3	-3	1	reference	1	reference	3	TRUE	1585	-4755	0	792.5	inventory_movements	2377.5	0	b	2028-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002828	TEARS NATURALE II Alcon 15ML	storable	Drugs - الادوية	Alcon	300651418392	300651418392	7	One Drops (Bottle)	DROPS_(BOTTLE)	7	One Drops (Bottle)	DROPS_(BOTTLE)	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	8550	-17100	0	4275	inventory_movements	8550	0	gg	2028-05-28	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002831	EXIDIL SYRUP 100ML	storable	Drugs - الادوية	SDI Samarra Iraq			4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	1025	-2050	0	512.5	inventory_movements	1025	0	a	2027-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002832	DEXON SYRUP 0.5MG/5ML 100ML	storable	Drugs - الادوية	SDI Samarra Iraq			4	One Bottle	BOTTLE	4	One Bottle	BOTTLE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	1025	-2050	0	683.3333333	inventory_movements	1366.666667	0	a	2028-09-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002858	MAC ALLEVO DR 500/20MG 30 TAB	storable	Drugs - الادوية	Mackenzie canada	754025700130	754025700130	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	18480	-36960	0	9240	inventory_movements	18480	0	a	2026-11-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002873	MR TUMEE MULTI-VITAMIN & MINERAL 60 GUMMIES	storable	Supplement	Mr Tumee	835776000035		72	Gummy	Gummy	72	Gummy	Gummy	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-3	-3	0	0	-3	-3	1	reference	1	reference	3	TRUE	15135	-45405	0	11351.25	inventory_movements	34053.75	0	a	2028-12-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002878	COLON CLEANSER GREEN FIELD 100CAP	storable	Supplement	Green Field	852510005170	852510005170	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	17024	-34048	0	8512	inventory_movements	17024	0	a	2027-03-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002881	CO APROVEL 300/12.5MG 28TAB	storable	Drugs - الادوية	Sanofi France		3582910010562	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	5609	-5609	0	2804.5	inventory_movements	2804.5	0	b	2028-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002884	TRITACE 5MG 28TAB	storable	Drugs - الادوية	Sanofi		3582910076360	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	9252	-18504	0	4626	inventory_movements	9252	0	b	2027-10-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002894	ISISPHARMA TEEN DERM A.Z 30ML	storable	Cosmetics	Isis pharma France	3760269770942	3760269770942	21	One Tube	TUBE	21	One Tube	TUBE	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	12398	-12398	0	6199	inventory_movements	6199	0	ok	2028-12-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002903	XENICAL 120MG 84CAP	storable	Drugs - الادوية	Chepla pharm		4260095681317	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-4	-4	0	0	-4	-4	1	reference	1	reference	4	TRUE	13747	-54988	0	6873.5	inventory_movements	27494	0	gg	2027-09-28	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002957	PEPTOZ 262MG 30TAB	storable	Drugs - الادوية	Sukhtian pharmacutical	6251068000073	6251068000073	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-1	-1	0	0	-1	-1	1	reference	1	reference	1	TRUE	11290	-11290	0	5645	inventory_movements	5645	0	a	2027-11-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002964	BERGO 0.5MG 8TAB	storable	Drugs - الادوية	Joriver Jordan	6251144500879	6251144500879	65	One Jar	101	65	One Jar	101	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	2684	-5368	0	1342	inventory_movements	2684	0	a	2027-07-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002982	D-LATE 60MG 3TAB	storable	Drugs - الادوية	Savvy pharma Jordan		6253004600361	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	14317	-28634	0	9544.666667	inventory_movements	19089.33333	0	Yy	2026-11-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002994	BACTIFLOX NEO 500MG 10TAB	storable	Drugs - الادوية	Acino Switzerland		7640153087409	18	One Strip	STRIP	18	One Strip	STRIP	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-4	-4	0	0	-4	-4	1	reference	1	reference	4	TRUE	10535	-42140	0	6020	inventory_movements	24080	0	a	2030-08-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
846	2026-08-14	IN	صيدلية الشعب الاولى		App\Models\Document	1	2026-08-14	pending			3	صيدلية الشعب الاولى	Beginning goods invoice		stock_adjustment	1002995	ENOXON LIQUID 20 SACHET	storable	Drugs - الادوية	Mera pharma Switzerland		7640154980273	15	One Sachet	SACHET	15	One Sachet	SACHET	3	SHAAB	1	3	SHAAB MAIN	1	1	root	-2	-2	0	0	-2	-2	1	reference	1	reference	2	TRUE	644	-1288	0	322	inventory_movements	644	0	a	2028-02-01	1	Document #No1 - Branch صيدلية الشعب الاولى - Warehouse 	#ffffff	#c62828	row
